Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
7f490b91093f8b028aa36a28951fe86cf3cfaf86,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
8886f0449aa32aa157adc8f3a5dfa4770e2a69b1,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
c08f8e50cfa4f2cb499b59f38882be88e9a6674b,6839,15,3,2,63,6792,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
48aa2ff2781edc48cb4184f9938dc5d0a4eb10c1,6839,15,3,2,63,6792,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
4761ccb353fe33c15c359575750794f7c0c5692e,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
01963fcff4cfc18279cd0a3bb6b4e2013b87066c,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
39b918fe49835de64217c088162876c21bb4cc93,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
d8eb38e97db5a83d893b178a2bb8ec7c34bd8f29,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
f5bd55900d5cbf8eb775798134fab4a378422ce4,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
2b710c108a3bae7cf1620ed3d3a483ba074b017f,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
e04734b4d8959ba259801f2e2a490cb4ee8d891f,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
0a75125ba89ae1ad71dff7805e1c3ebba6de819a,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
6122c5415c5ced02d3ca697f9f7fe85d00a781c8,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
3504bcc89f7a937b2d48306a17b8eeff57b1e5ae,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
a9fa1683eea27be7c7d7eabc8351f7736ead9e95,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
3204948d9c34d950713be4a189a33d55080000e9,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
116702d11498d6434a9a45d4ae0dd1f0df8a931d,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
3d45948afb83057b948a879a244c2e30c96be7fa,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
ff247b76e2d5522d081f349c087837a8a7a305e0,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
73f0d2b31d28a12e99bfd8b2521f7c5a87c10464,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
70305c24699cfdaa8744090801ae1038e5764459,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
1e6ed84dc1380efa94872f8e5807a62c766fe263,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
d741c0ab1902e90de9c563e00655547f8272fca4,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
2df9ed342d7dc8fc774c6b493310aaae8036711c,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
cbc129411e339948f74e4ae67c16717c040ec113,6838,15,3,2,63,6791,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
4e629f20ba9d398ee8f6459cbc341d079d78f82c,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
65304ff596d2fbef37fea06d0b2133562454a51c,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
2e9e247771a30611eb133d03892135cd72cf4ba4,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
fa537961547699b4960638e96471f8436224cf97,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
7f97e68ecb94dc2ebae2451341b549e742a5611c,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
0cc5108844f5a5f795c3f590adf0e0f171ab50dc,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
ecb0cdd9a3046b148d28e2ad3fa27187e3743e89,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
9ad67823a29950ad0cb5f6decf51656a290d14d1,6837,15,3,2,63,6790,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
ae3fc2ed2a9d9203e762ff5e58a5d4270656546e,6830,15,3,2,63,6783,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
ca15d498db048bfe1dea8ca14a1ef8d742183aa1,6888,15,3,2,64,6840,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
ee1c2b45b0ddfc4346f7957cceee86cd454ab336,6888,15,3,2,64,6840,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
7393a778e42d86aa2b2bc1e6d2bf4b2c3617282e,6888,15,3,2,64,6840,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
50ea57b632aba1810e1fc9122a2a41dece7b76c5,6888,15,3,2,64,6840,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
e003d40586dffe0bbc93ef795a93b17478f545ff,6888,15,3,2,64,6840,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
1b484b2fcd7a6a91af7bf7e2487c72bbedea5134,6888,15,3,2,64,6840,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
0a97bb2d1d3745d9f2122610bdf78b5d9359da92,6872,15,3,2,64,6824,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
2dbc73a91f6cb56d28b8e9be73c42bac70195025,6103,14,3,2,58,6060,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
5c44a0ba1dbb46e4cf86d6eb627a80695bf7606c,6102,14,3,2,58,6059,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
a817ce951cfe30d5edbcea89eafa4583e2617f24,6868,15,3,2,64,6820,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
d280e1633a213c777284edeadf784080579d717b,6100,14,3,2,58,6057,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
b0d0b0db28cc47d65cb05a6a6c43dc850b5bb73c,6100,14,3,2,58,6057,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
c529e43e143d35e81b5050ec392922d72bc153a3,6100,14,3,2,58,6057,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
