Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
137042831a8e9e0d7b9ccc8eb1e18346b114cb10,24657,1272,230,28,749,25382,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
af4cc3d3f4f8bd21f2d3e30db06431c881eb1580,24650,1272,230,28,749,25375,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
e810f00d2d7ee622bd3ff023dd5941a769425429,24650,1272,230,28,749,25375,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
7700687c37e4278b36cadf2a966b66ddb2c46fc4,24649,1272,230,28,749,25374,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8d0895b8b8a678c08e1aa771398c7d5ec696ad28,24649,1272,230,28,749,25374,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
f0bf5a1beb959369842d4fcc076883a3e0b939fa,24649,1272,230,28,749,25374,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
ed80816316b0640a75a1722f1c657d9746fa7956,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
06db8ceb08196c2b4896a4204fe10b2cc56a5c79,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
93148e1676f213baab035e875c34ff10a06016aa,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a10eec9c250b70d90a043dd595b917c83214b399,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
518287ce7fbb7bb70df499239523b1b2e9ac7656,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
4f0a6670587236032a76aae5d91034b4c4ee8396,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
94145446d1a803af3dc2424b4d3bee30c91d795d,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
dbf8bb409223687c7d2ad10649a92d02c24bb3b4,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
961e33d32e5457d5ca6bea5160dd08ea02e507c7,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8d6169430da93bb6338140a3b2024c769881e794,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
3ce47aa4f708ec5e8b35fe6ed841f79899530587,24648,1272,230,28,749,25373,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
c6bf166b7036b8ebc21876381394eae0eb3f1944,24647,1272,230,28,749,25372,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a17decffcd27f737f2b06211626a122da46364aa,24647,1272,230,28,749,25372,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a5bb34fa5607bbb7e66d5a80a58c0d015f1b4011,24647,1272,230,28,749,25372,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a369c6da1526263dcd4559b52a722d313165b418,24647,1272,230,28,749,25372,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
5acc34de69570a797467a16a35645a115a10d637,24647,1272,230,28,749,25372,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a21588056367699bb83a838ba67ff58c7e7030c0,24643,1272,230,28,749,25368,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
122496487aeac0d45434502f02b6ecd638bddf91,24643,1272,230,28,749,25368,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
bbdb45dcb9cf0b837936fe10ebb7c1fd2e852f69,24643,1272,230,28,749,25368,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
54863bd011c33341a3a4d9d9fa4f553595ec7c63,24642,1272,230,28,749,25367,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
7273f90f74b7cc487483e40af204959608e75d4b,24642,1272,230,28,749,25367,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
18582ebbeb53802f59971e3ed021dd1f863799ea,24638,1272,230,28,749,25363,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
84d6a46a8d8ecb426b3a714f50b4a90f005bb7a1,24638,1272,230,28,749,25363,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
0883f21f3d0db259a197c8b0815f9809a6eef23b,24638,1272,230,28,749,25363,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
946a62aa835ab10bd83343bcdeb8354d7bbfc7c6,24638,1272,230,28,749,25363,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
2d267ddcad4c48b50cbf12f4ff68f2ec9c8f017a,24638,1272,230,28,749,25363,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
106b8726724fa712176dfc17ae192dbf5be83e17,24638,1272,230,28,749,25363,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
2343f38ff503fee85ca55db8f3d380d92c0abd74,24633,1270,230,28,749,25356,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
b28c336e8b7aa1d69c0f9520b182b1b661377337,24633,1270,230,28,749,25356,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
